Poi_Name,Street_Nam,House_numb,Postcode,Telephone_,Email_addr,Website_ad,Poi_id,Location_a,Easting,Northing,Height,School_typ,Category_1,Category,Number_of_,Branch_nam,No_name,Poi_pictur,Poi_pict_1,,,,,,,,,,
MTN Outlet,Amuri Road,0,400,,,,POI013615,2,7.503246,6.481993,235.399994,,Corporate Organization,Retail Wholesale,,,Others,,,,,,,,,,,,
MTN Partner,Okpara Avenue,0,400,,,,POI003443,5,7.488228,6.439788,263.5,,Corporate Organization,Others,,,Communication_IT,,,,,,,,,,,,
Mtouch Multimedia,Agbani Road,0,400,"08036652684, 08037363265",,www.mtouchmultimedia.com,POI003368,5,7.4914,6.417569,236.100006,,Corporate Organization,Others,,,Entertainment,,,,,,,,,,,,
Office And  Homes Limited,Ogui Road,64,400,8033159925,,,POI008299,4,7.495076,6.44063,226.399994,,Corporate Organization,Retail,,,Others,,,,,,,,,,,,
Office Tables And Assories,Zik Avenue,0,400,,,,POI003409,5,7.494387,6.429835,237.399994,,Corporate Organization,Others,,,Professional_Services Others,,,,,,,,,,,,
Our Saviour Press Limited,Agbani Road,0,400,,,,POI003031,5,7.482834,6.419792,262.600006,,Corporate Organization,Others,,,Communication_IT,,,,,,,,,,,,
PHCN Awkunanaw Service Centre,Agbani Road,0,400,,,,POI000649,2,7.494196,6.402078,221,,Corporate Organization,Christianity,,,,,,,,,,,,,,,
Pleasure Enterprise Nigeria,Nike Road Abakpa Market,0,400,,,,POI015084,2,7.516776,6.481749,211.199997,,Corporate Organization,Retail Wholesale,,,Restaurant,,,,,,,,,,,,
Prawa,Nza Street,0,400,8045258596,,,POI007562,2,7.5278,6.451122,200.300003,,Corporate Organization,Retail,,,Trade_Union_Professional_Body,,,,,,,,,,,,
PZ Cussons Nig Plc,Airport Road,0,400,,,,POI008357,2,7.554293,6.460802,192.199997,,Corporate Organization,Retail,,,Others,,,,,,,,,,,,
Qlink House,Zik Avenue,121,400,8184842605,,,POI003930,5,7.489812,6.424451,223.600006,,Corporate Organization,Others,,,Others,,,,,,,,,,,,
Rabboni Nigeria Limited (Printers And Publishers),Amuri Road,90,400,,,,POI013619,2,7.50596,6.48206,223.699997,,Corporate Organization,Retail Wholesale,,,Others,,,,,,,,,,,,
Rockland Development Limited,Nza Street,13,400,8057122516,rockland@yahoo.com,,POI002193,5,7.522137,6.450151,210.399994,,Corporate Organization,Manufacturing,,,Others,,,,,,,,,,,,
Satellite News Press,Gariki Awkunanaw,0,400,,,,POI006073,2,7.49314,6.383283,240.800003,,Corporate Organization,Retail,,,Others,,,,,,,,,,,,
Setraco Nig Ltd,IBB Airport Link Road,0,400,,,,POI005978,5,7.549234,6.45986,168.399994,,Corporate Organization,Retail,,,Others,,,,,,,,,,,,
SO Nnamoko Gas People/ Kitchen Utensils,Agbani Road,80,400,8134286818,,,POI013268,2,7.488333,6.41896,239.899994,,Corporate Organization,Retail Wholesale,,,Others,,,,,,,,,,,,
St Dona Ventures,Agbani Road,350,400,,,,POI005727,5,7.493204,6.384683,295.299988,,Corporate Organization,Retail,,,Others,,,,,,,,,,,,
Startimes,Okpara Avenue,0,400,,,,POI010115,5,7.501983,6.461329,282.899994,,Corporate Organization,Retail,,,Communication_IT,,,,,,,,,,,,
State Emblem Office,Presidential Road,0,400,,,,POI013720,5,7.508801,6.441153,237.199997,,Corporate Organization,Retail Wholesale,,,Trade_Union_Professional_Body,,,,,,,,,,,,
Television Warehouse,Agbani Road,80,400,,,,POI011822,2,7.488605,6.41887,245,,Corporate Organization,Retail,,,Others,,,,,,,,,,,,
The Apparel Haute Couture,Ogui Road,38,400,8037108757,,,POI008036,4,7.493752,6.438931,243.899994,,Corporate Organization,Retail,,,Beauty_fashion,,,,,,,,,,,,
The Eastern Nigeria Industrial Estate Limited,Zik Avenue,30,400,42333163,,,POI011971,2,7.4941,6.433626,223.300003,,Corporate Organization,Retail,,,Others,,,,,,,,,,,,
The Pilgrim Newspaper,Agbani Road,0,400,,,,POI003029,5,7.482834,6.419847,276.200012,,Corporate Organization,Others,,,Communication_IT,,,,,,,,,,,,
Tonytex Aluminium Company,Nike Lake Road,3,400,8033909650,,,POI014094,4,7.505704,6.49405,221.100006,,Corporate Organization,Retail Wholesale,,,Others,,,,,,,,,,,,
Trans Globim Nigeria Limited Global Infrastructure And Management,Nza Street,20,400,7029396084,,www.globim.com,POI002163,5,7.522962,6.450564,198.899994,,Corporate Organization,Manufacturing,,,Others,,,,,,,,,,,,
Tycoon Motors Intl Limited,Agbani Road,0,400,,,,POI014279,2,7.482773,6.419735,254.699997,,Corporate Organization,Retail Wholesale,,,Petrol_Station,,,,,,,,,,,,
Uk's Beauty Palour,Ihiala Avenue,0,400,,,,POI005581,3,7.533958,6.460052,195.800003,,Corporate Organization,Retail,,,Beauty_fashion,,,,,,,,,,,,
Ups Express,Ogui Road,87,400,,,,POI008853,3,7.498956,6.446597,223.199997,,Corporate Organization,Retail,,,Others,,,,,,,,,,,,
Urstan Technical,Agbani Road,181,400,,,,POI002502,5,7.495722,6.411536,230.600006,,Corporate Organization,Manufacturing Retail Wholesale,,,Others,,,,,,,,,,,,
Vidac Equipment Nigeria Limited,Kano Street,3,400,8036849063,,,POI002850,5,7.480428,6.427794,223.199997,,Corporate Organization,Manufacturing service Retail Others,,,Others,,,,,,,,,,,,
Visaphone Office,Ogui Road,0,400,,,,POI015663,5,7.50736,6.454973,189,,Corporate Organization,Retail Wholesale,,,Communication_IT,,,,,,,,,,,,
Afrihealth Optonet Association,Nza Street,15,400,,,,POI007624,2,7.522298,6.450262,214.800003,,Corporate Organization,Retail,,,Health,,,,,,,,,,,,
Jezco Oil Limited,Agbani Road,142,400,,,,POI003661,5,7.494917,6.41404,225.399994,,Oil And Gas Installations,Others,,,Professional_Services Others,,,,,,,,,,,,
Jola Shopping Plaza,Ogui,186,400,,,,POI015662,5,7.505291,6.453475,206.100006,,Market,Retail Wholesale,,,Others,,,,,,,,,,,,
Juhel Petrol Station,Nike Lake Expressway Trans Ekulu,0,400,,,,POI002061,5,7.504713,6.476755,207.800003,,Oil And Gas Installations,Manufacturing,,,Petrol_Station,,,,,,,,,,,,
Kanto Petrolum Station,Agbani Road,0,400,,,,POI006098,5,7.493399,6.384228,239.300003,,Oil And Gas Installations,Retail,,,Petrol_Station Others,,,,,,,,,,,,
Lion Building,Government House,0,400,,,,POI000887,4,7.519374,6.447427,235.899994,,Estate/Major Building,Christianity,,,,,,,,,,,,,,,
Living Faith Church World-Wide,Agbani Road,76,400,,,,POI030978,5,7.481466,6.422475,235,,Religious Body/Place Of Worship,,,,,,,,,,,,,,,,
Marco Oil,Presidential Road,0,400,,,,POI002097,4,7.507939,6.441067,218.800003,,Oil And Gas Installations,Manufacturing,,,Petrol_Station,,,,,,,,,,,,
Masters Energy,Abakaliki Road,0,400,,,,POI019079,2,7.537617,6.461288,196.699997,,Oil And Gas Installations,service,,,Petrol_Station,,,,,,,,,,,,
Masters Energy Oil Oil Gas,Nike Lake Road Trans Ekulu,0,400,,,,POI002069,3,7.505084,6.476293,217.199997,,Oil And Gas Installations,Manufacturing,,,Petrol_Station,,,,,,,,,,,,
Mcchuks Medical Diagnostic Center,Agbani Road,105,400,"042226058, 08036696165",,,POI003430,5,7.491021,6.417719,262.700012,,Health Facility,Others,,,Health Professional_Services,,,,,,,,,,,,
Mcmanuel Energy Oil And Gas Limited,Ogui,0,400,,,,POI015754,5,7.507043,6.45471,192.699997,,Oil And Gas Installations,Retail Wholesale,,,Petrol_Station,,,,,,,,,,,,
Mesters Energy Feul Station,Nike Lake Road,0,400,,,,POI010991,2,7.514165,6.500438,200.300003,,Oil And Gas Installations,Retail,,,Petrol_Station,,,,,,,,,,,,
Methodist Church,Agbani Road,80,400,,,,POI030946,5,7.487515,6.419129,237.800003,,Religious Body/Place Of Worship,,,,,,,,,,,,,,,,
Methodist Church Of Nigeria,Zik Avenue,1,400,,,,POI030236,2,7.494859,6.435205,217.5,,Religious Body/Place Of Worship,,,,,,,,,,,,,,,,
Michael Okpara Square,Independence Avenue,0,400,,,,POI032743,3,7.518004,6.438675,241.800003,,Recreational Centre,,,,,,,,,,,,,,,,
Ministry Of Education(Teachershouse),Ogui Road,0,400,,,,POI001083,5,7.509702,6.458077,208,,Club/Social Organization,Christianity,,,,,,,,,,,,,,,
Mouka Foam Depot,Nike Lake Road,172,400,7033595266,,,POI012844,3,7.508525,6.497993,212,,Market,Retail Wholesale,,,Others,,,,,,,,,,,,
Mountain Of Fire And Miracle Ministry,Nza Street,91,400,,,,POI029795,2,7.535232,6.452326,187.699997,,Religious Body/Place Of Worship,,,,,,,,,,,,,,,,
Mountain Of Fire And Miracles Ministries,Zik Avenue,3,400,,,,POI030392,2,7.494785,6.435785,221.699997,,Religious Body/Place Of Worship,,,,,,,,,,,,,,,,
Mr Bigg's,Agbani Road,0,400,,,,POI003184,5,7.491405,6.417369,225.600006,,Eatery/Restaurant,Others,,,Restaurant,,,,,,,,,,,,
Mr Bigg's,Okpara Avenue,25,400,,,,POI002116,5,7.490489,6.443028,247,,Eatery/Restaurant,Manufacturing,,,Restaurant,,,,,,,,,,,,
Mr Bigs Stuffs,Ogui Road,152,400,,,,POI001170,4,7.499787,6.44744,227.699997,,Eatery/Restaurant,Christianity,,,,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Adb260556-ec3a-4bb9-8464-f2e215beeba9%5D%2FPOI_Picture1,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Adb260556-ec3a-4bb9-8464-f2e215beeba9%5D%2FPOI_Picture2,,,,,,,,,,
Naira Triangle Recreational Centre,Naira Triangle,0,400,,,,POI032640,2,7.541445,6.459583,182.100006,,Recreational Centre,,,,,,,,,,,,,,,,
Naria Triangle Gardern,Abakaliki Road,0,400,,,,POI005693,3,7.542429,6.46058,189.899994,,Recreational Centre,Retail,,,Restaurant,,,,,,,,,,,,
National Emergency Management Agency,Ezillo Street,55,400,,,,POI000930,4,7.534563,6.449421,187.600006,,Government Parastatals,Christianity,,,,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A6a708761-08b6-4973-802c-54f255d147e0%5D%2FPOI_Picture1,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A6a708761-08b6-4973-802c-54f255d147e0%5D%2FPOI_Picture2,,,,,,,,,,
National Information Technology Agency,Amaech Street,0,400,,,,POI001025,3,7.495374,6.406032,214.699997,,Government Parastatals,Christianity,,,,,,,,,,,,,,,
National Lottery Regulatory Commission,Ezillo Street,11,400,,,,POI000855,5,7.527417,6.445153,234,,Government Parastatals,Christianity,,,,,,,,,,,,,,,
National Museum Of Unity Enugu,Abakaliki Road,0,400,,,,POI032217,4,7.50853,6.461265,213.899994,Others,Historical Monument/Artifacts,,,,,,,,,,,,,,,,
Nature's Emporiom Fitness Centre,Chime Avenue,60,400,7054683155,,,POI002469,5,7.517404,6.45841,193.399994,,Recreational Centre,Manufacturing Retail Wholesale,,,Health,,,,,,,,,,,,
New Berries Park,Abakaliki Road,0,400,,,,POI032172,5,7.508943,6.46138,215.5,Play Ground,Recreational Centre,,,,,,,,,,,,,,,,
Nigeria Christian Pilgrim Commission,Ezillo Street,11,400,,,,POI000880,3,7.527638,6.445296,199.300003,,Government Parastatals,Christianity,,,,,,,,,,,,,,,
Nigeria Coal Corporation,Okpara Avenue,29,400,,,,POI001008,5,7.490373,6.443783,256.100006,,Government Parastatals,Christianity,,,,,,,,,,,,,,,
Nigeria Institute For Triponomiasis Research,Presidential Road,0,400,,,,POI000945,4,7.51024,6.440908,224.5,,Government Parastatals,Christianity,,,,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab60c721e-cee6-4099-bafb-6e3aaaf1893e%5D%2FPOI_Picture1,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab60c721e-cee6-4099-bafb-6e3aaaf1893e%5D%2FPOI_Picture2,,,,,,,,,,
Nigerian Airforce Base Enugu,Airport Road,0,400,,,,POI032544,2,7.560364,6.466478,187.800003,Air Force Formation,Security,,,,,,,,,,,,,,,,
Nigerian Postal Service,Ogui Road,0,400,,,,POI000877,5,7.509468,6.458315,196.300003,,Government Parastatals,Christianity,,,,,,,,,,,,,,,
Nitel Zonal Office,Ogui Road,0,400,,,,POI000796,2,7.509598,6.45911,214.100006,,Government Parastatals,Christianity,,,,,,,,,,,,,,,
Nugget Suites,Abakaliki Road,0,400,,,,POI009999,5,7.503842,6.461264,245.199997,,Hospitality Business,Retail,,,Others,,,,,,,,,,,,
Nwaneri Botanic Centre Limited,Zik Avenue,35,400,8037421040,,,POI012194,2,7.494009,6.432619,225.899994,,Corporate Organization,Retail Others,,,Health,,,,,,,,,,,,
Okpara Sqaure Love Garden,Aguleri Street,0,400,,,,POI032745,2,7.523635,6.442752,226.199997,,Recreational Centre,,,,,,,,,,,,,,,,
Old Trade Fair Complex,Okpara Avenue,0,400,,,,POI032193,5,7.495186,6.456385,236.300003,shopping Mall,Historical Monument/Artifacts,,,,,,,,,,,,,,,,
One Man Show Eatry,Nza Street,1,400,8141756777,,,POI005589,2,7.519349,6.448795,240.800003,,Eatery/Restaurant,Retail,,,Restaurant,,,,,,,,,,,,
Oz Restaurant,Presidential Road,0,400,,,,POI013593,5,7.502663,6.441233,200.300003,,Eatery/Restaurant,Retail Wholesale,,,Restaurant,,,,,,,,,,,,
Ozomac Aluminium Products Limited,Enugu Onitsha Expressway,0,400,"042-451909, 042-551711,08037142100",,,POI002063,4,7.491827,6.471654,217,,Corporate Organization,Manufacturing,,,Professional_Services Others,,,,,,,,,,,,
Pabinice Relaxation Bar And Event Venue,Nza Street,87,400,8038606294,,,POI008331,2,7.534536,6.452079,184.699997,,Entertainment,Retail,,,Restaurant Others,,,,,,,,,,,,
PDP South East Zonal Headquarters,Chime Lane,1,400,,,,POI017485,2,7.509859,6.46039,207.300003,,Political Party Office,service,,,Others,,,,,,,,,,,,
Petroleum Equalisation Fund Board,Ezillo Street,62,400,,,,POI000946,5,7.535889,6.450252,193.699997,,Government Parastatals,Christianity,,,,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A1dc39a2e-d73f-4091-b84c-343041487e21%5D%2FPOI_Picture1,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A1dc39a2e-d73f-4091-b84c-343041487e21%5D%2FPOI_Picture2,,,,,,,,,,
Police Detective College,Agbani Road,0,400,,,,POI032492,3,7.485347,6.419594,251,Air Force Formation,Security,,,,,,,,,,,,,,,,
Post Office,Zik Avenue,0,400,,,,POI031743,2,7.494292,6.434178,208.800003,Others,Public Facility,,,,,,,,,,,,,,,,
Post Primary Management Board,Abakaliki Road,0,400,,,,POI032092,5,7.507562,6.461605,227.399994,Others,Government Parastatals,,,,,,,,,,,,,,,,
Praise Chapel,Agbani Road,120,400,,,,POI030892,4,7.493843,6.416502,227.5,,Religious Body/Place Of Worship,,,,,,,,,,,,,,,,
Purity And Power Liberation Assembly,Thinkers Corner,1,400,,,,POI029392,2,7.529804,6.463691,226.399994,,Religious Body/Place Of Worship,Wholesale,,,,,,,,,,,,,,,
Redeemed Christain Church Of God,Abakaliki Road,0,400,,,,POI030856,5,7.507596,6.461054,221.100006,,Religious Body/Place Of Worship,,,,,,,,,,,,,,,,
Revival Wave Assembly,Agbani Road,264,400,,,,POI029540,2,7.494336,6.402874,221.600006,,Religious Body/Place Of Worship,Wholesale,,,,,,,,,,,,,,,
Royal Garden Restuarant,Nike Road,184,400,,,,POI011558,5,7.51481,6.49263,205.199997,,Eatery/Restaurant,Retail,,,Restaurant,,,,,,,,,,,,
SC Industrial Gas Manufactures Limited,Nkpologwu Emene,0,400,,,,POI008734,2,7.559752,6.456338,175.699997,,Industry,Retail,,,Professional_Services,,,,,,,,,,,,
Sir Kings Art World,Agbani Road,256,400,8136347826,,,POI006422,2,7.494476,6.403523,223.600006,,Historical Monument/Artifacts,Retail,,,Others,,,,,,,,,,,,
St Christopher's  Security Services Limited,Agbani Road,0,400,,,,POI032496,5,7.491745,6.41723,234.399994,Others,Security,,,,,,,,,,,,,,,,
St Dominic Catholic Parish,Abakaliki Road,0,400,,,,POI029916,2,7.547219,6.460272,185.300003,,Religious Body/Place Of Worship,,,,,,,,,,,,,,,,
St Peter's Anglican Church,Thinkers Corner,0,400,,,,POI029351,2,7.531731,6.466263,216.699997,,Religious Body/Place Of Worship,Wholesale,,,,,,,,,,,,,,,
Stadium Shopping Complex,Ogui Road,0,400,,,,POI031301,5,7.496351,6.442839,232.100006,shopping Mall,Market,,,,,,,,,,,,,,,,
Swiss Garden,Zik Avenue,175,400,,,,POI002521,5,7.486523,6.421187,273.5,,Recreational Centre,Manufacturing service,,,Health,,,,,,,,,,,,
Synergy Medical Laboratory,Chime Avenue,5,400,042-300371,,,POI002852,4,7.512656,6.457962,197.399994,,Health Facility,Manufacturing service Retail Wholesale,,,Health,,,,,,,,,,,,
The Church Of Jesus Christ Of Latter Days Saints,Nike Lake Road,0,400,,,,POI029947,5,7.503389,6.490359,233,,Religious Body/Place Of Worship,,,,,,,,,,,,,,,,
The Place Resturant And Bar,Amuri Road,0,400,8032181708,,,POI012281,2,7.509481,6.482085,226.600006,,Eatery/Restaurant,Retail Others,,,Restaurant,,,,,,,,,,,,
The Presbyterian Church Of Nigeria,Chime Avenue,0,400,,,,POI030797,5,7.523535,6.458304,192.899994,,Religious Body/Place Of Worship,,,,,,,,,,,,,,,,
The Redeem Evangelical Mission,Enugu Abakaliki Expressway,0,400,,,,POI029349,2,7.526742,6.462784,219.100006,,Religious Body/Place Of Worship,Wholesale,,,,,,,,,,,,,,,
"The Redeemed Christian Church God, House Of God",Independence Avenue,0,400,,,,POI030603,2,7.512266,6.45563,195.399994,,Religious Body/Place Of Worship,,,,,,,,,,,,,,,,
"The Redeemed Christian Church God, House Of God",Nike Lake Road,0,400,,,,POI030177,2,7.514116,6.500237,199.100006,,Religious Body/Place Of Worship,,,,,,,,,,,,,,,,
The Redeemed Christian Church Of God,Umuawulu Street,0,400,,,,POI029655,2,7.52683,6.430648,239.399994,,Religious Body/Place Of Worship,Wholesale,,,,,,,,,,,,,,,
The Ugwuaji Home Of Home Statue,Ugwuaji Road By Flyover,0,400,,,,POI031085,2,7.530236,6.415419,201.199997,Others,Historical Monument/Artifacts,,,,,,,,,,,,,,,,
Tocee Event World,Zik Avenue,148,400,8037456446,,,POI004119,5,7.487896,6.423018,253.300003,,Entertainment,Others,,,Beauty_fashion,,,,,,,,,,,,
